,Cluster,Sample,0_1,10_0,11_1,12_0,13_0,13_1,13_3,14_0,14_3,15_0,15_1,16_0,16_1,17_0,17_1,18_0,18_1,18_3,19_1,1_0,20_0,21_0,21_1,22_0,23_0,24_0,24_1,25_0,26_0,26_1,27_0,28_0,29_0,30_0,30_1,31_1,32_0,33_0,33_1,34_0,34_1,35_1,36_0,36_1,37_0,37_1,38_0,38_1,39_0,3_0,3_1,40_0,40_1,40_3,41_0,42_0,42_1,43_0,43_1,43_3,44_0,44_1,45_0,45_1,46_0,46_1,47_0,47_1,47_3,48_0,48_1,48_3,49_0,49_3,4_0,50_0,50_1,51_0,51_1,52_0,53_0,53_1,54_1,55_0,56_0,57_0,57_1,58_0,58_1,59_0,5_0,5_1,60_1,61_0,61_1,62_0,63_0,63_1,64_0,64_1,65_0,67_0,67_3,68_0,68_1,69_0,69_3,6_0,70_0,71_0,71_3,72_0,72_1,73_0,73_3,74_0,75_0,76_0,76_1,77_0,77_1,78_0,79_0,7_0,80_0,81_0,82_0,83_0,83_3,84_0,84_1,85_0,85_1,86_0,87_0,87_1,88_0,88_1,89_0,89_1,8_0,8_3,90_0,91_0,91_1,92_1,93_0,93_1,94_0,95_0,95_3,96_0,96_1,96_3,97_0,98_0,98_1,99_0,99_1,99_3,9_0,9_1,9_3
18,10,J2,0.125,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.041666666666666664,0.0625,0.037037037037037035,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.15,0.10526315789473684,0.058823529411764705,0.0625,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.0625,0.05555555555555555,0.058823529411764705,0.10526315789473684,0.17777777777777778,0.05,0.10526315789473684,0.09090909090909091,0.0625,0.05,0.05,0.125,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.0625,0.06666666666666667,0.15,0.15,0.0625,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05263157894736842,0.0625,0.029411764705882353,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.06329113924050633,0.058823529411764705,0.0625,0.10526315789473684,0.041666666666666664,0.043478260869565216,0.07692307692307693,0.05263157894736842,0.06666666666666667,0.05,0.06666666666666667,0.041666666666666664,0.0967741935483871,0.012552301255230125,0.15151515151515152,0.09090909090909091,0.05,0.05263157894736842,0.0625,0.0625,0.1,0.0625,0.058823529411764705,0.058823529411764705,0.07142857142857142,0.0625,0.0625,0.0625,0.05,0.1111111111111111,0.05,0.04,0.10526315789473684,0.05,0.0625,0.07575757575757576,0.058823529411764705,0.05263157894736842,0.058823529411764705,0.04,0.06666666666666667,0.08163265306122448,0.05,0.05263157894736842,0.043478260869565216,0.058823529411764705,0.08695652173913043,0.045454545454545456,0.06666666666666667,0.08620689655172414,0.1111111111111111,0.058823529411764705,0.08,0.058823529411764705,0.09523809523809523,0.034482758620689655,0.05555555555555555,0.05555555555555555,0.13333333333333333,0.07142857142857142,0.047619047619047616,0.04,0.05555555555555555,0.045454545454545456,0.05,0.06666666666666667,0.058823529411764705,0.08,0.058823529411764705,0.06666666666666667,0.125,0.18604651162790697,0.1016949152542373,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.1111111111111111,0.05263157894736842,0.05263157894736842,0.06666666666666667,0.0625,0.05952380952380952,0.058823529411764705,0.024390243902439025,0.05,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.038461538461538464,0.047619047619047616,0.06666666666666667,0.0625,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.041666666666666664,0.058823529411764705,0.08483290488431877,0.043478260869565216,0.058823529411764705,0.05263157894736842,0.0625,0.0625,0.0625,0.06666666666666667,0.07317073170731707,0.047619047619047616,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.045454545454545456,0.047619047619047616,0.05,0.16666666666666666
20,11,J2,0.0625,0.16666666666666666,0.05555555555555555,0.07142857142857142,0.041666666666666664,0.0625,0.037037037037037035,0.1111111111111111,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.05,0.10526315789473684,0.058823529411764705,0.0625,0.07142857142857142,0.1111111111111111,0.11764705882352941,0.125,0.05555555555555555,0.058823529411764705,0.05263157894736842,0.044444444444444446,0.05,0.15789473684210525,0.045454545454545456,0.125,0.05,0.05,0.0625,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.0625,0.06666666666666667,0.2,0.1,0.0625,0.05263157894736842,0.05555555555555555,0.03571428571428571,0.05263157894736842,0.0625,0.058823529411764705,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.0379746835443038,0.058823529411764705,0.0625,0.05263157894736842,0.041666666666666664,0.043478260869565216,0.03076923076923077,0.05263157894736842,0.06666666666666667,0.05,0.06666666666666667,0.041666666666666664,0.03225806451612903,0.04602510460251046,0.06060606060606061,0.045454545454545456,0.05,0.10526315789473684,0.0625,0.0625,0.05,0.0625,0.058823529411764705,0.058823529411764705,0.07142857142857142,0.0625,0.0625,0.0625,0.05,0.1111111111111111,0.05,0.04,0.05263157894736842,0.1,0.0625,0.015151515151515152,0.058823529411764705,0.05263157894736842,0.058823529411764705,0.04,0.06666666666666667,0.02040816326530612,0.05,0.05263157894736842,0.043478260869565216,0.058823529411764705,0.13043478260869565,0.045454545454545456,0.06666666666666667,0.05172413793103448,0.037037037037037035,0.058823529411764705,0.04,0.058823529411764705,0.047619047619047616,0.1724137931034483,0.05555555555555555,0.05555555555555555,0.06666666666666667,0.07142857142857142,0.09523809523809523,0.04,0.05555555555555555,0.045454545454545456,0.05,0.06666666666666667,0.058823529411764705,0.04,0.058823529411764705,0.06666666666666667,0.125,0.046511627906976744,0.06779661016949153,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.1111111111111111,0.05263157894736842,0.05263157894736842,0.06666666666666667,0.0625,0.011904761904761904,0.058823529411764705,0.04878048780487805,0.1,0.05555555555555555,0.11764705882352941,0.045454545454545456,0.038461538461538464,0.047619047619047616,0.06666666666666667,0.0625,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.041666666666666664,0.058823529411764705,0.07455012853470437,0.043478260869565216,0.058823529411764705,0.05263157894736842,0.0625,0.0625,0.0625,0.13333333333333333,0.04878048780487805,0.09523809523809523,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.13636363636363635,0.14285714285714285,0.05,0.05555555555555555
22,12,J2,0.0625,0.05555555555555555,0.05555555555555555,0.07142857142857142,0.041666666666666664,0.1875,0.1111111111111111,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.1,0.05263157894736842,0.058823529411764705,0.0625,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.0625,0.05555555555555555,0.058823529411764705,0.10526315789473684,0.044444444444444446,0.05,0.05263157894736842,0.045454545454545456,0.0625,0.05,0.1,0.0625,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.0625,0.06666666666666667,0.05,0.05,0.0625,0.10526315789473684,0.05555555555555555,0.03571428571428571,0.10526315789473684,0.0625,0.029411764705882353,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.0379746835443038,0.058823529411764705,0.0625,0.05263157894736842,0.08333333333333333,0.043478260869565216,0.03076923076923077,0.05263157894736842,0.06666666666666667,0.05,0.13333333333333333,0.041666666666666664,0.0967741935483871,0.02092050209205021,0.030303030303030304,0.09090909090909091,0.1,0.05263157894736842,0.0625,0.0625,0.05,0.0625,0.058823529411764705,0.058823529411764705,0.07142857142857142,0.0625,0.0625,0.0625,0.05,0.05555555555555555,0.05,0.04,0.05263157894736842,0.1,0.0625,0.12121212121212122,0.058823529411764705,0.10526315789473684,0.058823529411764705,0.04,0.06666666666666667,0.08163265306122448,0.05,0.05263157894736842,0.043478260869565216,0.058823529411764705,0.043478260869565216,0.045454545454545456,0.06666666666666667,0.06896551724137931,0.012345679012345678,0.11764705882352941,0.04,0.058823529411764705,0.047619047619047616,0.034482758620689655,0.05555555555555555,0.05555555555555555,0.06666666666666667,0.07142857142857142,0.047619047619047616,0.08,0.05555555555555555,0.09090909090909091,0.05,0.06666666666666667,0.058823529411764705,0.04,0.058823529411764705,0.06666666666666667,0.041666666666666664,0.023255813953488372,0.11864406779661017,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.1111111111111111,0.05555555555555555,0.10526315789473684,0.05263157894736842,0.06666666666666667,0.125,0.047619047619047616,0.058823529411764705,0.0975609756097561,0.05,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.07692307692307693,0.047619047619047616,0.06666666666666667,0.125,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.041666666666666664,0.058823529411764705,0.015424164524421594,0.043478260869565216,0.058823529411764705,0.10526315789473684,0.0625,0.0625,0.0625,0.06666666666666667,0.04878048780487805,0.047619047619047616,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.045454545454545456,0.047619047619047616,0.05,0.05555555555555555
24,13,J2,0.0625,0.05555555555555555,0.05555555555555555,0.07142857142857142,0.08333333333333333,0.0625,0.037037037037037035,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.11764705882352941,0.05,0.05263157894736842,0.11764705882352941,0.0625,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.0625,0.05555555555555555,0.058823529411764705,0.05263157894736842,0.08888888888888889,0.05,0.05263157894736842,0.13636363636363635,0.0625,0.05,0.05,0.0625,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.0625,0.06666666666666667,0.05,0.05,0.0625,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05263157894736842,0.0625,0.029411764705882353,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.05063291139240506,0.058823529411764705,0.0625,0.10526315789473684,0.041666666666666664,0.043478260869565216,0.015384615384615385,0.05263157894736842,0.06666666666666667,0.05,0.06666666666666667,0.020833333333333332,0.06451612903225806,0.008368200836820083,0.030303030303030304,0.045454545454545456,0.05,0.05263157894736842,0.0625,0.0625,0.05,0.0625,0.058823529411764705,0.058823529411764705,0.07142857142857142,0.0625,0.0625,0.0625,0.05,0.05555555555555555,0.05,0.04,0.05263157894736842,0.05,0.0625,0.10606060606060606,0.058823529411764705,0.05263157894736842,0.058823529411764705,0.04,0.06666666666666667,0.02040816326530612,0.05,0.05263157894736842,0.043478260869565216,0.058823529411764705,0.043478260869565216,0.045454545454545456,0.06666666666666667,0.034482758620689655,0.037037037037037035,0.058823529411764705,0.12,0.058823529411764705,0.047619047619047616,0.10344827586206896,0.05555555555555555,0.05555555555555555,0.06666666666666667,0.07142857142857142,0.047619047619047616,0.12,0.05555555555555555,0.09090909090909091,0.05,0.06666666666666667,0.058823529411764705,0.04,0.058823529411764705,0.06666666666666667,0.041666666666666664,0.023255813953488372,0.03389830508474576,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.05555555555555555,0.05263157894736842,0.05263157894736842,0.06666666666666667,0.0625,0.047619047619047616,0.058823529411764705,0.024390243902439025,0.1,0.05555555555555555,0.17647058823529413,0.045454545454545456,0.038461538461538464,0.047619047619047616,0.06666666666666667,0.0625,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.041666666666666664,0.058823529411764705,0.017994858611825194,0.043478260869565216,0.058823529411764705,0.05263157894736842,0.0625,0.0625,0.0625,0.06666666666666667,0.04878048780487805,0.047619047619047616,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.09090909090909091,0.047619047619047616,0.05,0.05555555555555555
26,14,J2,0.0625,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.041666666666666664,0.0625,0.037037037037037035,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.05,0.05263157894736842,0.058823529411764705,0.0625,0.07142857142857142,0.05555555555555555,0.058823529411764705,0.0625,0.05555555555555555,0.058823529411764705,0.05263157894736842,0.044444444444444446,0.05,0.10526315789473684,0.045454545454545456,0.0625,0.05,0.1,0.0625,0.11764705882352941,0.05263157894736842,0.05555555555555555,0.0625,0.06666666666666667,0.05,0.05,0.0625,0.05263157894736842,0.05555555555555555,0.03571428571428571,0.05263157894736842,0.0625,0.029411764705882353,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.0379746835443038,0.058823529411764705,0.0625,0.05263157894736842,0.041666666666666664,0.043478260869565216,0.046153846153846156,0.05263157894736842,0.06666666666666667,0.05,0.06666666666666667,0.020833333333333332,0.03225806451612903,0.0041841004184100415,0.030303030303030304,0.045454545454545456,0.05,0.05263157894736842,0.0625,0.0625,0.05,0.0625,0.058823529411764705,0.058823529411764705,0.07142857142857142,0.0625,0.0625,0.0625,0.05,0.05555555555555555,0.05,0.04,0.05263157894736842,0.05,0.0625,0.12121212121212122,0.058823529411764705,0.05263157894736842,0.058823529411764705,0.04,0.06666666666666667,0.02040816326530612,0.05,0.05263157894736842,0.043478260869565216,0.058823529411764705,0.043478260869565216,0.045454545454545456,0.06666666666666667,0.034482758620689655,0.037037037037037035,0.058823529411764705,0.04,0.058823529411764705,0.09523809523809523,0.034482758620689655,0.05555555555555555,0.05555555555555555,0.06666666666666667,0.07142857142857142,0.047619047619047616,0.04,0.05555555555555555,0.045454545454545456,0.05,0.06666666666666667,0.058823529411764705,0.04,0.058823529411764705,0.06666666666666667,0.041666666666666664,0.046511627906976744,0.0847457627118644,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.07142857142857142,0.05555555555555555,0.05555555555555555,0.05263157894736842,0.05263157894736842,0.06666666666666667,0.0625,0.047619047619047616,0.058823529411764705,0.024390243902439025,0.05,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.038461538461538464,0.09523809523809523,0.06666666666666667,0.0625,0.13333333333333333,0.05555555555555555,0.058823529411764705,0.16666666666666666,0.058823529411764705,0.02313624678663239,0.043478260869565216,0.058823529411764705,0.05263157894736842,0.0625,0.0625,0.125,0.06666666666666667,0.024390243902439025,0.047619047619047616,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.045454545454545456,0.047619047619047616,0.05,0.05555555555555555
1,1,P2,0.06666666666666667,0.058823529411764705,0.07142857142857142,0.10526315789473684,0.1,0.05263157894736842,0.10714285714285714,0.06666666666666667,0.13333333333333333,0.11764705882352941,0.13636363636363635,0.05,0.05263157894736842,0.06666666666666667,0.058823529411764705,0.06666666666666667,0.10714285714285714,0.125,0.06666666666666667,0.125,0.15,0.09523809523809523,0.12,0.13636363636363635,0.06666666666666667,0.0625,0.05263157894736842,0.06666666666666667,0.05555555555555555,0.0625,0.0625,0.1111111111111111,0.06666666666666667,0.058823529411764705,0.05263157894736842,0.125,0.10526315789473684,0.1875,0.09090909090909091,0.05263157894736842,0.058823529411764705,0.04,0.05,0.07142857142857142,0.058823529411764705,0.05263157894736842,0.09523809523809523,0.09803921568627451,0.08695652173913043,0.0625,0.07142857142857142,0.0625,0.034482758620689655,0.08,0.0625,0.058823529411764705,0.07142857142857142,0.1111111111111111,0.09090909090909091,0.1,0.0847457627118644,0.13636363636363635,0.125,0.037037037037037035,0.06666666666666667,0.1111111111111111,0.058823529411764705,0.125,0.0625,0.0625,0.05555555555555555,0.125,0.1111111111111111,0.06666666666666667,0.047619047619047616,0.06666666666666667,0.0625,0.058823529411764705,0.03333333333333333,0.07142857142857142,0.125,0.11764705882352941,0.09375,0.18181818181818182,0.06666666666666667,0.0625,0.06060606060606061,0.0625,0.08823529411764706,0.15,0.058823529411764705,0.05263157894736842,0.06666666666666667,0.05555555555555555,0.10714285714285714,0.09523809523809523,0.09523809523809523,0.08571428571428572,0.058823529411764705,0.10526315789473684,0.0625,0.10526315789473684,0.047619047619047616,0.05555555555555555,0.05,0.06666666666666667,0.058823529411764705,0.07142857142857142,0.06666666666666667,0.11764705882352941,0.1,0.058823529411764705,0.06666666666666667,0.11764705882352941,0.1111111111111111,0.058823529411764705,0.058823529411764705,0.13333333333333333,0.08695652173913043,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.125,0.058823529411764705,0.06666666666666667,0.07142857142857142,0.13333333333333333,0.043478260869565216,0.07142857142857142,0.07142857142857142,0.034482758620689655,0.07142857142857142,0.05555555555555555,0.07142857142857142,0.10526315789473684,0.07142857142857142,0.13636363636363635,0.05714285714285714,0.07142857142857142,0.038461538461538464,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.06666666666666667,0.05263157894736842,0.047619047619047616,0.07246376811594203,0.08333333333333333,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.1875,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.11764705882352941,0.047619047619047616,0.0625,0.09090909090909091,0.047619047619047616,0.06666666666666667
3,2,P2,0.06666666666666667,0.11764705882352941,0.07142857142857142,0.15789473684210525,0.1,0.05263157894736842,0.10714285714285714,0.06666666666666667,0.06666666666666667,0.058823529411764705,0.18181818181818182,0.05,0.15789473684210525,0.06666666666666667,0.058823529411764705,0.06666666666666667,0.35714285714285715,0.0625,0.13333333333333333,0.0625,0.15,0.047619047619047616,0.16,0.2727272727272727,0.06666666666666667,0.0625,0.21052631578947367,0.06666666666666667,0.1111111111111111,0.125,0.0625,0.05555555555555555,0.06666666666666667,0.058823529411764705,0.15789473684210525,0.0625,0.10526315789473684,0.0625,0.2727272727272727,0.15789473684210525,0.4117647058823529,0.24,0.15,0.17857142857142858,0.058823529411764705,0.21052631578947367,0.23809523809523808,0.0784313725490196,0.30434782608695654,0.0625,0.07142857142857142,0.0625,0.13793103448275862,0.04,0.0625,0.23529411764705882,0.07142857142857142,0.1111111111111111,0.2727272727272727,0.05,0.3093220338983051,0.18181818181818182,0.0625,0.3333333333333333,0.06666666666666667,0.16666666666666666,0.058823529411764705,0.0625,0.0625,0.1875,0.3611111111111111,0.0625,0.2222222222222222,0.06666666666666667,0.19047619047619047,0.06666666666666667,0.125,0.17647058823529413,0.3,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.18181818181818182,0.13333333333333333,0.125,0.2727272727272727,0.1875,0.14705882352941177,0.15,0.17647058823529413,0.21052631578947367,0.13333333333333333,0.2222222222222222,0.21428571428571427,0.19047619047619047,0.047619047619047616,0.08571428571428572,0.23529411764705882,0.05263157894736842,0.1875,0.10526315789473684,0.14285714285714285,0.16666666666666666,0.25,0.06666666666666667,0.058823529411764705,0.07142857142857142,0.06666666666666667,0.11764705882352941,0.1,0.058823529411764705,0.13333333333333333,0.058823529411764705,0.05555555555555555,0.11764705882352941,0.17647058823529413,0.06666666666666667,0.08695652173913043,0.058823529411764705,0.22727272727272727,0.058823529411764705,0.125,0.058823529411764705,0.13333333333333333,0.07142857142857142,0.06666666666666667,0.17391304347826086,0.07142857142857142,0.07142857142857142,0.10344827586206896,0.07142857142857142,0.19444444444444445,0.07142857142857142,0.21052631578947367,0.07142857142857142,0.13636363636363635,0.34285714285714286,0.07142857142857142,0.38461538461538464,0.05555555555555555,0.07142857142857142,0.07142857142857142,0.06666666666666667,0.10526315789473684,0.047619047619047616,0.21014492753623187,0.2916666666666667,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.15789473684210525,0.07142857142857142,0.0625,0.05555555555555555,0.11764705882352941,0.36363636363636365,0.17647058823529413,0.19047619047619047,0.125,0.13636363636363635,0.047619047619047616,0.06666666666666667
5,3,P2,0.06666666666666667,0.058823529411764705,0.07142857142857142,0.05263157894736842,0.05,0.15789473684210525,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.15,0.10526315789473684,0.13333333333333333,0.11764705882352941,0.06666666666666667,0.07142857142857142,0.0625,0.06666666666666667,0.0625,0.1,0.047619047619047616,0.04,0.045454545454545456,0.13333333333333333,0.0625,0.10526315789473684,0.06666666666666667,0.05555555555555555,0.0625,0.0625,0.05555555555555555,0.06666666666666667,0.11764705882352941,0.05263157894736842,0.125,0.05263157894736842,0.0625,0.045454545454545456,0.05263157894736842,0.11764705882352941,0.08,0.05,0.17857142857142858,0.11764705882352941,0.10526315789473684,0.047619047619047616,0.13725490196078433,0.043478260869565216,0.1875,0.07142857142857142,0.125,0.13793103448275862,0.16,0.125,0.058823529411764705,0.07142857142857142,0.1111111111111111,0.06060606060606061,0.1,0.1016949152542373,0.045454545454545456,0.0625,0.14814814814814814,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.0625,0.0625,0.0625,0.08333333333333333,0.0625,0.05555555555555555,0.06666666666666667,0.047619047619047616,0.06666666666666667,0.0625,0.058823529411764705,0.06666666666666667,0.07142857142857142,0.0625,0.11764705882352941,0.125,0.09090909090909091,0.06666666666666667,0.0625,0.06060606060606061,0.0625,0.20588235294117646,0.1,0.058823529411764705,0.10526315789473684,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.09523809523809523,0.047619047619047616,0.17142857142857143,0.058823529411764705,0.15789473684210525,0.0625,0.10526315789473684,0.047619047619047616,0.05555555555555555,0.05,0.13333333333333333,0.058823529411764705,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.05,0.058823529411764705,0.06666666666666667,0.11764705882352941,0.05555555555555555,0.058823529411764705,0.058823529411764705,0.06666666666666667,0.043478260869565216,0.17647058823529413,0.045454545454545456,0.058823529411764705,0.0625,0.058823529411764705,0.06666666666666667,0.07142857142857142,0.06666666666666667,0.043478260869565216,0.07142857142857142,0.07142857142857142,0.10344827586206896,0.07142857142857142,0.1388888888888889,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.045454545454545456,0.05714285714285714,0.07142857142857142,0.038461538461538464,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.06666666666666667,0.05263157894736842,0.047619047619047616,0.13043478260869565,0.041666666666666664,0.13333333333333333,0.07142857142857142,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.0625,0.05555555555555555,0.17647058823529413,0.045454545454545456,0.058823529411764705,0.047619047619047616,0.0625,0.045454545454545456,0.14285714285714285,0.06666666666666667
7,4,P2,0.06666666666666667,0.11764705882352941,0.07142857142857142,0.05263157894736842,0.1,0.10526315789473684,0.03571428571428571,0.13333333333333333,0.06666666666666667,0.058823529411764705,0.045454545454545456,0.05,0.05263157894736842,0.06666666666666667,0.058823529411764705,0.06666666666666667,0.03571428571428571,0.0625,0.06666666666666667,0.125,0.1,0.09523809523809523,0.04,0.09090909090909091,0.06666666666666667,0.0625,0.05263157894736842,0.13333333333333333,0.05555555555555555,0.0625,0.0625,0.05555555555555555,0.06666666666666667,0.17647058823529413,0.21052631578947367,0.0625,0.10526315789473684,0.0625,0.09090909090909091,0.10526315789473684,0.058823529411764705,0.08,0.1,0.03571428571428571,0.058823529411764705,0.05263157894736842,0.09523809523809523,0.0196078431372549,0.08695652173913043,0.0625,0.07142857142857142,0.0625,0.034482758620689655,0.04,0.125,0.058823529411764705,0.07142857142857142,0.05555555555555555,0.030303030303030304,0.05,0.07627118644067797,0.09090909090909091,0.125,0.037037037037037035,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.0625,0.0625,0.0625,0.05555555555555555,0.0625,0.05555555555555555,0.06666666666666667,0.047619047619047616,0.06666666666666667,0.0625,0.11764705882352941,0.1,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.045454545454545456,0.06666666666666667,0.125,0.12121212121212122,0.0625,0.08823529411764706,0.1,0.058823529411764705,0.05263157894736842,0.06666666666666667,0.05555555555555555,0.03571428571428571,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.058823529411764705,0.05263157894736842,0.0625,0.05263157894736842,0.047619047619047616,0.16666666666666666,0.05,0.06666666666666667,0.058823529411764705,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.05,0.17647058823529413,0.06666666666666667,0.11764705882352941,0.05555555555555555,0.11764705882352941,0.058823529411764705,0.06666666666666667,0.08695652173913043,0.058823529411764705,0.18181818181818182,0.058823529411764705,0.0625,0.17647058823529413,0.06666666666666667,0.07142857142857142,0.06666666666666667,0.17391304347826086,0.07142857142857142,0.07142857142857142,0.10344827586206896,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.10526315789473684,0.07142857142857142,0.13636363636363635,0.05714285714285714,0.07142857142857142,0.07692307692307693,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.06666666666666667,0.05263157894736842,0.14285714285714285,0.043478260869565216,0.041666666666666664,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.10526315789473684,0.07142857142857142,0.0625,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.14285714285714285,0.0625,0.13636363636363635,0.047619047619047616,0.06666666666666667
